decision,left_id,right_id,simhash_distance,jaccard_5gram,thresholds,reason
MERGE_NEAR_DUP,https://www.unwomen.org/en/how-we-work/innovation-and-technology/glossary,https://www.unwomen.org/en/how-we-work/innovation-and-technology/glossary,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
REJECT_HAMMING,https://hk.finance.yahoo.com/news/q2-2023-information-services-group-055221584.html,https://it.tmcnet.com/news/2023/04/13/9794145.htm,31,0.0,hamming<=6;jaccard>=0.82,SimHash distance above 6/64
MERGE_NEAR_DUP,https://www.theregister.com/2023/07/06/microsoft_uk_software_services/,https://www.theregister.com/2023/07/06/microsoft_uk_software_services/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.reuters.com/technology/revolut-stop-crypto-services-us-customers-2023-08-04/,https://www.reuters.com/technology/revolut-stop-crypto-services-us-customers-2023-08-04/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.reuters.com/technology/revolut-stop-crypto-services-us-customers-2023-08-04/,https://www.reuters.com/technology/revolut-stop-crypto-services-us-customers-2023-08-04/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.moneycontrol.com/news/business/stocks/trade-spotlight-your-strategy-for-hdfc-bank-lt-technology-services-hpcl-today-11406451.html,https://www.moneycontrol.com/news/business/stocks/trade-spotlight-your-strategy-for-hdfc-bank-lt-technology-services-hpcl-today-11406451.html,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
REJECT_HAMMING,https://www.moneycontrol.com/news/business/stocks/trade-spotlight-your-strategy-for-hdfc-bank-lt-technology-services-hpcl-today-11406451.html,https://www.fool.com/investing/2023/02/25/2-cheap-tech-stocks-to-buy-right-now/,19,0.0,hamming<=6;jaccard>=0.82,SimHash distance above 6/64
MERGE_NEAR_DUP,https://www.moneycontrol.com/news/business/stocks/trade-spotlight-your-strategy-for-hdfc-bank-lt-technology-services-hpcl-today-11406451.html,https://www.moneycontrol.com/news/business/stocks/trade-spotlight-your-strategy-for-hdfc-bank-lt-technology-services-hpcl-today-11406451.html,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,http://koreabizwire.com/agc-biologics-and-gore-collaborate-on-new-protein-a-based-purification-technology-and-contract-manufacturing-services-for-antibody-therapies/235549,http://koreabizwire.com/agc-biologics-and-gore-collaborate-on-new-protein-a-based-purification-technology-and-contract-manufacturing-services-for-antibody-therapies/235549,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
REJECT_HAMMING,https://www.fedscoop.com/ann-lewis-director-of-gsas-technology-transformation-services/,https://www.linkedin.com/advice/0/what-some-latest-trends-innovations-vpn-technology-services,28,0.0,hamming<=6;jaccard>=0.82,SimHash distance above 6/64
MERGE_NEAR_DUP,https://www.fedscoop.com/ann-lewis-director-of-gsas-technology-transformation-services/,https://www.fedscoop.com/ann-lewis-director-of-gsas-technology-transformation-services/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://afro.com/linking-finance-and-technology-can-brighten-financial-transactions/,https://afro.com/linking-finance-and-technology-can-brighten-financial-transactions/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://afro.com/linking-finance-and-technology-can-brighten-financial-transactions/,https://afro.com/linking-finance-and-technology-can-brighten-financial-transactions/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.engadget.com/best-video-streaming-services-133000093.html,https://www.engadget.com/best-video-streaming-services-133000093.html,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.engadget.com/best-video-streaming-services-133000093.html,https://www.engadget.com/best-video-streaming-services-133000093.html,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
REJECT_HAMMING,https://www.fmiblog.com/2023/06/09/condition-monitoring-service-market-navigation-imaging-and-positioning-solutions-market/,https://venturebeat.com/ai/quantum-computing-faces-the-ghosts-of-its-past-present-and-future/,27,0.0,hamming<=6;jaccard>=0.82,SimHash distance above 6/64
REJECT_HAMMING,https://www.plasticsnews.com/news/solvays-plastics-business-will-be-part-new-firm-syensqo,https://mb.com.ph/2022/12/10/kapihan-sa-mb-presents-episode-that-tackles-how-technology-and-innovation-drive-the-transformation-of-a-company/,28,0.0,hamming<=6;jaccard>=0.82,SimHash distance above 6/64
REJECT_HAMMING,https://www.plasticsnews.com/news/solvays-plastics-business-will-be-part-new-firm-syensqo,https://mb.com.ph/2022/12/10/kapihan-sa-mb-presents-episode-that-tackles-how-technology-and-innovation-drive-the-transformation-of-a-company/,28,0.0,hamming<=6;jaccard>=0.82,SimHash distance above 6/64
MERGE_NEAR_DUP,https://www.pewresearch.org/topic/internet-technology/,https://www.pewresearch.org/topic/internet-technology/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
REJECT_HAMMING,https://www.fordham.edu/summer-session/summer-courses/course-descriptions-by-subject/computer-and-information-science/,https://www.wsj.com/articles/tech-media-telecom-roundup-market-talk-6112e3c3,26,0.0,hamming<=6;jaccard>=0.82,SimHash distance above 6/64
MERGE_NEAR_DUP,https://www.waketech.edu/programs-courses/credit/human-services-technology,https://www.waketech.edu/programs-courses/credit/human-services-technology,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.lse.co.uk/ShareChat.html?ShareTicker=SYN&thread=1761B9E9-406E-4695-9A01-A04F945D286C,https://www.lse.co.uk/ShareChat.html?ShareTicker=SYN&thread=6A33A28D-08D4-45D1-9034-EB2C392861E0,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.lse.co.uk/ShareChat.html?ShareTicker=SYN&thread=1761B9E9-406E-4695-9A01-A04F945D286C,https://www.lse.co.uk/ShareChat.html?ShareTicker=SYN&thread=405F83D1-5330-407E-96B7-F9F22E2EE3CD,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.lse.co.uk/ShareChat.html?ShareTicker=SYN&thread=1761B9E9-406E-4695-9A01-A04F945D286C,https://www.lse.co.uk/ShareChat.html?ShareTicker=SYN&thread=D84615CC-0317-4A0A-BC2A-B52A1EA2ABC5,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.lse.co.uk/ShareChat.html?ShareTicker=SYN&thread=1761B9E9-406E-4695-9A01-A04F945D286C,https://www.lse.co.uk/ShareChat.html?ShareTicker=SYN&thread=275160ED-66C6-4D80-BAF3-6042F5B8594E,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.lse.co.uk/ShareChat.html?ShareTicker=SYN&thread=1761B9E9-406E-4695-9A01-A04F945D286C,https://www.lse.co.uk/ShareChat.html?ShareTicker=SYN&thread=17D3E033-007A-4FC2-94B6-3CDFCE3B8717,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.lse.co.uk/ShareChat.html?ShareTicker=SYN&thread=1761B9E9-406E-4695-9A01-A04F945D286C,https://www.lse.co.uk/ShareChat.html?ShareTicker=SYN&thread=542158BC-2831-4043-90DD-911AAD0752A8,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.lse.co.uk/ShareChat.html?ShareTicker=SYN&thread=1761B9E9-406E-4695-9A01-A04F945D286C,https://www.lse.co.uk/ShareChat.html?ShareTicker=SYN&thread=DC62AF9A-800B-4D20-B735-BED7D98AC106,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.lse.co.uk/ShareChat.html?ShareTicker=SYN&thread=1761B9E9-406E-4695-9A01-A04F945D286C,https://www.lse.co.uk/ShareChat.html?ShareTicker=SYN&thread=D691E069-DB95-4A64-8C4A-0D47D3362F20,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.lse.co.uk/ShareChat.html?ShareTicker=SYN&thread=1761B9E9-406E-4695-9A01-A04F945D286C,https://www.lse.co.uk/ShareChat.html?ShareTicker=SYN&thread=7C0403D9-A368-4A92-B03B-50328C5E23AF,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.lse.co.uk/ShareChat.html?ShareTicker=SYN&thread=1761B9E9-406E-4695-9A01-A04F945D286C,https://www.lse.co.uk/ShareChat.asp?ShareTicker=SYN&thread=29D319F6-2559-4514-A6F4-898ADC9172D1,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.lse.co.uk/ShareChat.html?ShareTicker=SYN&thread=1761B9E9-406E-4695-9A01-A04F945D286C,https://www.lse.co.uk/ShareChat.html?ShareTicker=SYN&thread=27C5C7AB-9D1B-4CED-9335-E3449B867012,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.lse.co.uk/ShareChat.html?ShareTicker=SYN&thread=1761B9E9-406E-4695-9A01-A04F945D286C,https://www.lse.co.uk/ShareChat.html?ShareTicker=SYN&thread=654756FF-7D7D-4A54-9E1A-A306CB4A381C,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.lse.co.uk/ShareChat.html?ShareTicker=SYN&thread=1761B9E9-406E-4695-9A01-A04F945D286C,https://www.lse.co.uk/ShareChat.html?ShareTicker=SYN&thread=A116820B-33AF-46DC-8FCA-6634AA49BF5B,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.lse.co.uk/ShareChat.html?ShareTicker=SYN&thread=1761B9E9-406E-4695-9A01-A04F945D286C,https://www.lse.co.uk/ShareChat.html?ShareTicker=SYN&thread=F39998C0-2936-476D-9D17-71A4E00F3E44,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.middlebury.edu/office/information-technology-services/news/its-helpdesk-winter-break-information-0,https://www.middlebury.edu/office/information-technology-services/news/its-helpdesk-winter-break-information-0,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.cnet.com/tech/gaming/here-are-the-best-game-subscription-services/,https://www.cnet.com/tech/gaming/here-are-the-best-game-subscription-services/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://finance.yahoo.com/news/stericycle-chief-financial-officer-chief-110000546.html,https://finance.yahoo.com/news/stericycle-chief-financial-officer-chief-110000546.html,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://finance.yahoo.com/news/stericycle-chief-financial-officer-chief-110000546.html,https://finance.yahoo.com/news/stericycle-chief-financial-officer-chief-110000546.html,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.cnbc.com/select/best-identity-theft-protection-services/,https://www.cnbc.com/select/best-identity-theft-protection-services/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.essence.com/business/data-provokes-thought-and-changes-lives-heres-how-technology-canenhance-equity/,https://www.essence.com/business/data-provokes-thought-and-changes-lives-heres-how-technology-canenhance-equity/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.marketwatch.com/press-release/bioremediation-technology-and-services-market-size-2023-2029-industry-share-growth-factor-revenue-and-trends-outlook-report-2022-12-18,https://www.marketwatch.com/press-release/bioremediation-technology-and-services-market-size-2023-2029-industry-share-growth-factor-revenue-and-trends-outlook-report-2022-12-18,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.marketwatch.com/press-release/bioremediation-technology-and-services-market-size-2023-2029-industry-share-growth-factor-revenue-and-trends-outlook-report-2022-12-18,https://www.marketwatch.com/press-release/bioremediation-technology-and-services-market-size-2023-2029-industry-share-growth-factor-revenue-and-trends-outlook-report-2022-12-18,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.astuteanalytica.com/industry/information-technology,https://www.astuteanalytica.com/industry/information-technology,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.astuteanalytica.com/industry/information-technology,https://www.astuteanalytica.com/industry/information-technology,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
REJECT_HAMMING,https://seekingalpha.com/article/4593865-selected-information-technology-stocks-ranked-by-value,https://www.marketwatch.com/press-release/talent-acquisition-and-staffing-technology-and-services-market-facts-and-figures-by-2031-2023-04-08,17,0.0,hamming<=6;jaccard>=0.82,SimHash distance above 6/64
REJECT_HAMMING,https://seekingalpha.com/article/4593865-selected-information-technology-stocks-ranked-by-value,https://accesswdun.com/article/2023/9/1205387,17,0.0,hamming<=6;jaccard>=0.82,SimHash distance above 6/64
MERGE_NEAR_DUP,https://seekingalpha.com/article/4593865-selected-information-technology-stocks-ranked-by-value,https://seekingalpha.com/article/4593865-selected-information-technology-stocks-ranked-by-value,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://seekingalpha.com/article/4593865-selected-information-technology-stocks-ranked-by-value,https://seekingalpha.com/article/4593865-selected-information-technology-stocks-ranked-by-value,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://indianexpress.com/article/technology/tech-news-technology/jio-fiber-service-down-restore-8349019/,https://indianexpress.com/article/technology/tech-news-technology/jio-fiber-service-down-restore-8349019/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://indianexpress.com/article/technology/tech-news-technology/jio-fiber-service-down-restore-8349019/,https://indianexpress.com/article/technology/tech-news-technology/jio-fiber-service-down-restore-8349019/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.itworldcanada.com/article/new-mastodon-site-dedicated-to-technology-news-and-information-launches-technews-social/519499,https://www.itworldcanada.com/article/new-mastodon-site-dedicated-to-technology-news-and-information-launches-technews-social/519499,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.musicconnection.com/is-technology-making-music-more-accessible-a-closer-look-at-how-ai-transforms-the-way-we-experience-learn-and-create-music/,https://www.musicconnection.com/is-technology-making-music-more-accessible-a-closer-look-at-how-ai-transforms-the-way-we-experience-learn-and-create-music/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://gulfnews.com/business/corporate-news/mercans-acclaimed-by-top-global-analysts-as-a-leader-in-payroll-technology-for-its-excellence-1.1672231456394,https://gulfnews.com/business/corporate-news/mercans-acclaimed-by-top-global-analysts-as-a-leader-in-payroll-technology-for-its-excellence-1.1672231456394,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://seekingalpha.com/news/3989409-fidelity-national-information-services-inc-declares-0_52-dividend,https://seekingalpha.com/news/3996877-information-services-corporation-non-gaap-eps-of-c051-revenue-of-c533m,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://seekingalpha.com/news/3989409-fidelity-national-information-services-inc-declares-0_52-dividend,https://seekingalpha.com/news/3996877-information-services-corporation-non-gaap-eps-of-c051-revenue-of-c533m,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://seekingalpha.com/news/3989409-fidelity-national-information-services-inc-declares-0_52-dividend,https://seekingalpha.com/news/3949929-givex-information-technology-group-reports-q4-results,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://seekingalpha.com/news/3989409-fidelity-national-information-services-inc-declares-0_52-dividend,https://seekingalpha.com/news/3989409-fidelity-national-information-services-inc-declares-0_52-dividend,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://seekingalpha.com/news/3989409-fidelity-national-information-services-inc-declares-0_52-dividend,https://seekingalpha.com/news/3989409-fidelity-national-information-services-inc-declares-0_52-dividend,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://newstalkkzrg.com/2022/12/05/kansas-gives-a-farewell-to-secretary-of-administration-and-chief-information-technology-officer-dr-deangela-burns-wallace/,https://newstalkkzrg.com/2022/12/05/kansas-gives-a-farewell-to-secretary-of-administration-and-chief-information-technology-officer-dr-deangela-burns-wallace/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.prnewswire.co.uk/news-releases/nec-iberica-and-nec-laboratories-europe-advance-data-space-and-5g-technology-research-with-a-smart-campus-for-the-university-of-murcia-301692766.html,https://www.prnewswire.co.uk/news-releases/nec-iberica-and-nec-laboratories-europe-advance-data-space-and-5g-technology-research-with-a-smart-campus-for-the-university-of-murcia-301692766.html,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.prnewswire.co.uk/news-releases/nec-iberica-and-nec-laboratories-europe-advance-data-space-and-5g-technology-research-with-a-smart-campus-for-the-university-of-murcia-301692766.html,https://www.prnewswire.co.uk/news-releases/nec-iberica-and-nec-laboratories-europe-advance-data-space-and-5g-technology-research-with-a-smart-campus-for-the-university-of-murcia-301692766.html,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.cic.gc.ca/ENGLISH/newcomers/services/index.asp,https://www.cic.gc.ca/ENGLISH/newcomers/services/index.asp,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.cic.gc.ca/ENGLISH/newcomers/services/index.asp,https://www.cic.gc.ca/ENGLISH/newcomers/services/index.asp,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.zdnet.com/article/microsoft-heres-how-our-technology-disrupts-ransomware-and-phishing-attacks/,https://www.zdnet.com/article/microsoft-heres-how-our-technology-disrupts-ransomware-and-phishing-attacks/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.zdnet.com/article/microsoft-heres-how-our-technology-disrupts-ransomware-and-phishing-attacks/,https://www.zdnet.com/article/microsoft-heres-how-our-technology-disrupts-ransomware-and-phishing-attacks/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
REJECT_HAMMING,https://www.traveldailymedia.com/star-micronics-showcases-cloud-receipt-order-and-food-label-printing-solutions-at-food-hotel-tech-2023-paris/,https://www.technologyreview.com/2023/09/21/1079967/the-download-whats-next-for-supercomputers-and-electrifying-everything/,24,0.0,hamming<=6;jaccard>=0.82,SimHash distance above 6/64
REJECT_HAMMING,https://www.traveldailymedia.com/star-micronics-showcases-cloud-receipt-order-and-food-label-printing-solutions-at-food-hotel-tech-2023-paris/,https://www.brecorder.com/news/40228845/ai-summit-2023-putting-pakistan-on-the-map-for-artificial-intelligence,25,0.0,hamming<=6;jaccard>=0.82,SimHash distance above 6/64
MERGE_NEAR_DUP,https://www.thehindubusinessline.com/on-campus/embrace-technology-and-outskill-your-competition/article66553117.ece,https://www.thehindubusinessline.com/on-campus/embrace-technology-and-outskill-your-competition/article66553117.ece,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
REJECT_HAMMING,https://www.wsj.com/articles/as-generative-ai-gets-hotter-kkr-bets-on-keeping-data-centers-cool-d3d62cc7,https://apnews.com/article/france-china-russia-chip-technology-smuggling-66a8a4edcaf7137e109a16d6d300cd94,30,0.0,hamming<=6;jaccard>=0.82,SimHash distance above 6/64
MERGE_NEAR_DUP,https://www.nextgov.com/emerging-tech/2023/01/video-game-technology-tapped-medically-train-astronauts-future-moon-and-mars-missions/382303/,https://www.nextgov.com/emerging-tech/2023/01/video-game-technology-tapped-medically-train-astronauts-future-moon-and-mars-missions/382303/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.nextgov.com/emerging-tech/2023/01/video-game-technology-tapped-medically-train-astronauts-future-moon-and-mars-missions/382303/,https://www.nextgov.com/emerging-tech/2023/01/video-game-technology-tapped-medically-train-astronauts-future-moon-and-mars-missions/382303/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
REJECT_HAMMING,https://www.devdiscourse.com/article/technology/2451892-ifi-techsolutions-recognized-as-a-microsoft-azure-expert-managed-service-provider,https://wgnradio.com/lisa-dent/howard-tullman-on-why-you-shouldnt-gamble-on-tech-security/,24,0.0,hamming<=6;jaccard>=0.82,SimHash distance above 6/64
MERGE_NEAR_DUP,https://www.uh.edu/education/student-services/technology-services/,https://www.uh.edu/education/student-services/technology-services/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
MERGE_NEAR_DUP,https://www.uh.edu/education/student-services/technology-services/,https://www.uh.edu/education/student-services/technology-services/,0,1.0,hamming<=6;jaccard>=0.82,conservative thresholds satisfied
REJECT_HAMMING,https://www.uh.edu/education/student-services/technology-services/,https://www.news.com.au/technology/science/animals/queensland-parks-and-wildlife-service-fines-fisherman-for-feeding-dolphin/news-story/fd87154f39c582853e20a395b080a849,22,0.0,hamming<=6;jaccard>=0.82,SimHash distance above 6/64
REJECT_HAMMING,https://www.laweekly.com/synchronis-finds-its-niche-applying-tech-innovation-with-a-craftsman-like-touch/,https://meduza.io/en/news/2023/10/04/russia-s-fsb-requests-online-services-be-required-to-collect-and-provide-users-geolocation-and-payment-information,23,0.0,hamming<=6;jaccard>=0.82,SimHash distance above 6/64
